id,SystemMoon,system,constellation,region,Ore1,p1,harvest1_rarity,H1Worth,Ore2,p2,harvest2_rarity,H2Worth,Ore3,p3,harvest3_rarity,H3Worth,Ore4,p4,harvest4_rarity,H4Worth, MoonWorth, Rent,Towered,Available,Owner,Ticker,Paid
40181635,ND-GL4 VII - Moon 11,ND-GL4,8UD2-J,The Kalevala Expanse,Coesite,0.22,ubiquitous,2829521351,Sylvite,0.30,ubiquitous,2804823867,Zeolites,0.27,ubiquitous,2420053397,,,,0,2157428200,43000000,,Yes,,,
40179634,SG-3HY III - Moon 1,SG-3HY,2O-VY7,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40179696,SG-3HY VI - Moon 4,SG-3HY,2O-VY7,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40180672,B1UE-J IX - Moon 9,B1UE-J,S4S-SD,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40180677,B1UE-J IX - Moon 14,B1UE-J,S4S-SD,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40182787,BZ-BCK V - Moon 23,BZ-BCK,2Q-8WA,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40180431,EPCD-D IV - Moon 6,EPCD-D,3NA-Z1,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40180080,MN9P-A IV - Moon 2,MN9P-A,3NA-Z1,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40181647,ND-GL4 VIII - Moon 2,ND-GL4,8UD2-J,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40181374,HD-HOZ IX - Moon 14,HD-HOZ,8UD2-J,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40181377,HD-HOZ IX - Moon 17,HD-HOZ,8UD2-J,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40180815,G-KCFT VI - Moon 5,G-KCFT,U-HSM3,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40181270,V2-GZS VI - Moon 5,V2-GZS,8UD2-J,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40181333,V2-GZS VIII - Moon 20,V2-GZS,8UD2-J,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40181214,G4-QU6 VI - Moon 18,G4-QU6,8UD2-J,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40182329,I2D3-5 III - Moon 6,I2D3-5,P-B2NE,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40182144,K95-9I VIII - Moon 20,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40182164,K95-9I IX - Moon 8,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.51,ubiquitous,6045107298,Coesite,0.29,ubiquitous,3729823599,,,,0,,,,0,2618285062,52000000,,Yes,,,
40181726,M-75WN VII - Moon 1,M-75WN,XPG-HE,The Kalevala Expanse,Coesite,0.26,ubiquitous,3343979778,Sylvite,0.20,ubiquitous,1869882578,Zeolites,0.33,ubiquitous,2957843041,,,,0,2188849660,44000000,,Yes,,,
40179817,SY-0AM VI - Moon 2,SY-0AM,2O-VY7,The Kalevala Expanse,Coesite,0.44,ubiquitous,5659042701,Zeolites,0.36,ubiquitous,3226737863,,,,0,,,,0,2380119794,48000000,,Yes,,,
40180727,O31W-6 IX - Moon 14,O31W-6,S4S-SD,The Kalevala Expanse,Coesite,0.44,ubiquitous,5659042701,Zeolites,0.36,ubiquitous,3226737863,,,,0,,,,0,2380119794,48000000,,Yes,,,
40180435,EPCD-D IV - Moon 10,EPCD-D,3NA-Z1,The Kalevala Expanse,Coesite,0.44,ubiquitous,5659042701,Zeolites,0.36,ubiquitous,3226737863,,,,0,,,,0,2380119794,48000000,,Yes,,,
40178958,JT2I-7 VI - Moon 17,JT2I-7,6-CBBM,The Kalevala Expanse,Coesite,0.44,ubiquitous,5659042701,Zeolites,0.36,ubiquitous,3226737863,,,,0,,,,0,2380119794,48000000,,Yes,,,
40180873,6FS-CZ IV - Moon 7,6FS-CZ,U-HSM3,The Kalevala Expanse,Coesite,0.44,ubiquitous,5659042701,Zeolites,0.36,ubiquitous,3226737863,,,,0,,,,0,2380119794,48000000,,Yes,,,
40181940,HVGR-R V - Moon 22,HVGR-R,XPG-HE,The Kalevala Expanse,Bitumens,0.29,ubiquitous,3437413954,Coesite,0.26,ubiquitous,3343979778,Sylvite,0.25,ubiquitous,2337353222,,,,0,2442521506,49000000,,Yes,,,
40182002,K76A-3 VI - Moon 12,K76A-3,XPG-HE,The Kalevala Expanse,Bitumens,0.20,ubiquitous,2370630313,Coesite,0.28,ubiquitous,3601208992,Zeolites,0.31,ubiquitous,2778579826,,,,0,2343862267,47000000,,Yes,,,
40180393,Q-GICU XI - Moon 3,Q-GICU,3NA-Z1,The Kalevala Expanse,Bitumens,0.34,ubiquitous,4030071532,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.19,ubiquitous,1776388449,,,,0,2485460991,50000000,,Yes,,,
40182564,O9K-FT IX - Moon 12,O9K-FT,P-B2NE,The Kalevala Expanse,Bitumens,0.33,ubiquitous,3911540016,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.20,ubiquitous,1869882578,,,,0,2478754548,50000000,,Yes,,,
40181967,K76A-3 IV - Moon 2,K76A-3,XPG-HE,The Kalevala Expanse,Bitumens,0.33,ubiquitous,3911540016,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.20,ubiquitous,1869882578,,,,0,2478754548,50000000,,Yes,,,
40182003,K76A-3 VI - Moon 13,K76A-3,XPG-HE,The Kalevala Expanse,Bitumens,0.33,ubiquitous,3911540016,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.20,ubiquitous,1869882578,,,,0,2478754548,50000000,,Yes,,,
40181099,GSO-SR VIII - Moon 1,GSO-SR,U-HSM3,The Kalevala Expanse,Coesite,0.26,ubiquitous,3343979778,Sylvite,0.21,ubiquitous,1963376707,Zeolites,0.32,ubiquitous,2868211433,,,,0,2189884264,44000000,,Yes,,,
40180353,Q-GICU VIII - Moon 5,Q-GICU,3NA-Z1,The Kalevala Expanse,Bitumens,0.32,ubiquitous,3793008501,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.21,ubiquitous,1963376707,,,,0,2472048105,49000000,,Yes,,,
40181825,PNFW-O V - Moon 19,PNFW-O,XPG-HE,The Kalevala Expanse,Bitumens,0.32,ubiquitous,3793008501,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.21,ubiquitous,1963376707,,,,0,2472048105,49000000,,Yes,,,
40182122,K95-9I VIII - Moon 1,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.32,ubiquitous,3793008501,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.21,ubiquitous,1963376707,,,,0,2472048105,49000000,,Yes,,,
40181378,HD-HOZ IX - Moon 18,HD-HOZ,8UD2-J,The Kalevala Expanse,Bitumens,0.32,ubiquitous,3793008501,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.21,ubiquitous,1963376707,,,,0,2472048105,49000000,,Yes,,,
40183317,S-LHPJ VI - Moon 1,S-LHPJ,2Q-8WA,The Kalevala Expanse,Bitumens,0.31,ubiquitous,3674476985,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.22,ubiquitous,2056870836,,,,0,2465341662,49000000,,Yes,,,
40179527,LS3-HP VIII - Moon 17,LS3-HP,78-6RI,The Kalevala Expanse,Bitumens,0.31,ubiquitous,3674476985,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.22,ubiquitous,2056870836,,,,0,2465341662,49000000,,Yes,,,
40180027,RAI-0E IV - Moon 4,RAI-0E,3NA-Z1,The Kalevala Expanse,Bitumens,0.30,ubiquitous,3555945469,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.23,ubiquitous,2150364965,,,,0,2458635219,49000000,,Yes,,,
40180626,LE-67X VII - Moon 1,LE-67X,S4S-SD,The Kalevala Expanse,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.19,ubiquitous,1776388449,Zeolites,0.33,ubiquitous,2957843041,,,,0,2198256931,44000000,,Yes,,,
40182585,O9K-FT X - Moon 5,O9K-FT,P-B2NE,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40179648,SG-3HY III - Moon 13,SG-3HY,2O-VY7,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40179996,D-6PKO IX - Moon 14,D-6PKO,2O-VY7,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40182891,5-VFC6 VI - Moon 15,5-VFC6,2Q-8WA,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40182897,5-VFC6 VII - Moon 1,5-VFC6,2Q-8WA,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40183106,IUU3-L II - Moon 2,IUU3-L,2Q-8WA,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40183186,IUU3-L V - Moon 1,IUU3-L,2Q-8WA,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40180494,0S1-GI VII - Moon 7,0S1-GI,S4S-SD,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40182786,BZ-BCK V - Moon 22,BZ-BCK,2Q-8WA,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40182817,BZ-BCK VII - Moon 1,BZ-BCK,2Q-8WA,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40183272,J-OAH2 IX - Moon 2,J-OAH2,2Q-8WA,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40183277,J-OAH2 IX - Moon 7,J-OAH2,2Q-8WA,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40180460,EPCD-D V - Moon 16,EPCD-D,3NA-Z1,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40180397,Q-GICU XI - Moon 7,Q-GICU,3NA-Z1,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40180045,RAI-0E V - Moon 1,RAI-0E,3NA-Z1,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40181689,9-0QB7 V - Moon 4,9-0QB7,XPG-HE,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40179091,1-KCSA VI - Moon 6,1-KCSA,6-CBBM,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40179129,1-KCSA VIII - Moon 12,1-KCSA,6-CBBM,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40181661,ND-GL4 VIII - Moon 15,ND-GL4,8UD2-J,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40181382,HD-HOZ IX - Moon 20,HD-HOZ,8UD2-J,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40181272,V2-GZS VI - Moon 7,V2-GZS,8UD2-J,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40179027,XTJ-5Q IV - Moon 2,XTJ-5Q,6-CBBM,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40182335,I2D3-5 III - Moon 12,I2D3-5,P-B2NE,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40180904,6FS-CZ VI - Moon 14,6FS-CZ,U-HSM3,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40182102,K95-9I VI - Moon 15,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.50,ubiquitous,5926575782,Coesite,0.30,ubiquitous,3858438205,,,,0,,,,0,2620985890,52000000,,Yes,,,
40180451,EPCD-D V - Moon 7,EPCD-D,3NA-Z1,The Kalevala Expanse,Bitumens,0.25,ubiquitous,2963287891,Coesite,0.27,ubiquitous,3472594385,Zeolites,0.27,ubiquitous,2420053397,,,,0,2372125627,47000000,,Yes,,,
40181120,B3ZU-H V - Moon 4,B3ZU-H,U-HSM3,The Kalevala Expanse,Bitumens,0.36,ubiquitous,4267134563,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.16,ubiquitous,1495906062,,,,0,2508281148,50000000,,Yes,,,
40182379,I2D3-5 V - Moon 15,I2D3-5,P-B2NE,The Kalevala Expanse,Bitumens,0.35,ubiquitous,4148603048,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.17,ubiquitous,1589400191,,,,0,2501574705,50000000,,Yes,,,
40179961,D-6PKO VIII - Moon 3,D-6PKO,2O-VY7,The Kalevala Expanse,Bitumens,0.28,ubiquitous,3318882438,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.25,ubiquitous,2337353222,,,,0,2445222334,49000000,,Yes,,,
40181408,42G-OB III - Moon 10,42G-OB,8UD2-J,The Kalevala Expanse,Bitumens,0.33,ubiquitous,3911540016,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.19,ubiquitous,1776388449,,,,0,2488161819,50000000,,Yes,,,
40179570,SH6X-F X - Moon 15,SH6X-F,78-6RI,The Kalevala Expanse,Bitumens,0.16,ubiquitous,1896504250,Coesite,0.30,ubiquitous,3858438205,Zeolites,0.33,ubiquitous,2957843041,,,,0,2333781829,47000000,,Yes,,,
40183226,J-OAH2 VII - Moon 16,J-OAH2,2Q-8WA,The Kalevala Expanse,Coesite,0.45,ubiquitous,5787657308,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,2390561669,48000000,,Yes,,,
40180937,HPV-RJ V - Moon 7,HPV-RJ,U-HSM3,The Kalevala Expanse,Coesite,0.45,ubiquitous,5787657308,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,2390561669,48000000,,Yes,,,
40180175,TA9T-P VI - Moon 9,TA9T-P,3NA-Z1,The Kalevala Expanse,Coesite,0.45,ubiquitous,5787657308,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,2390561669,48000000,,Yes,,,
40181000,C3J0-O II - Moon 1,C3J0-O,U-HSM3,The Kalevala Expanse,Coesite,0.45,ubiquitous,5787657308,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,2390561669,48000000,,Yes,,,
40179168,UJXC-B VI - Moon 9,UJXC-B,6-CBBM,The Kalevala Expanse,Coesite,0.45,ubiquitous,5787657308,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,2390561669,48000000,,Yes,,,
40181883,HVGR-R III - Moon 6,HVGR-R,XPG-HE,The Kalevala Expanse,Coesite,0.45,ubiquitous,5787657308,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,2390561669,48000000,,Yes,,,
40181949,HVGR-R VI - Moon 4,HVGR-R,XPG-HE,The Kalevala Expanse,Coesite,0.45,ubiquitous,5787657308,Zeolites,0.35,ubiquitous,3137106255,,,,0,,,,0,2390561669,48000000,,Yes,,,
40181736,M-75WN VIII - Moon 9,M-75WN,XPG-HE,The Kalevala Expanse,Bitumens,0.31,ubiquitous,3674476985,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.21,ubiquitous,1963376707,,,,0,2474748933,49000000,,Yes,,,
40182317,BGMZ-0 VII - Moon 4,BGMZ-0,P-B2NE,The Kalevala Expanse,Bitumens,0.31,ubiquitous,3674476985,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.21,ubiquitous,1963376707,,,,0,2474748933,49000000,,Yes,,,
40179869,A-YB15 X - Moon 2,A-YB15,2O-VY7,The Kalevala Expanse,Bitumens,0.30,ubiquitous,3555945469,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.22,ubiquitous,2056870836,,,,0,2468042490,49000000,,Yes,,,
40181079,GSO-SR VI - Moon 11,GSO-SR,U-HSM3,The Kalevala Expanse,Bitumens,0.30,ubiquitous,3555945469,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.22,ubiquitous,2056870836,,,,0,2468042490,49000000,,Yes,,,
40182633,RQOO-U VI - Moon 9,RQOO-U,P-B2NE,The Kalevala Expanse,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.18,ubiquitous,1682894320,Zeolites,0.33,ubiquitous,2957843041,,,,0,2207664202,44000000,,Yes,,,
40181004,C3J0-O IV - Moon 1,C3J0-O,U-HSM3,The Kalevala Expanse,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.18,ubiquitous,1682894320,Zeolites,0.33,ubiquitous,2957843041,,,,0,2207664202,44000000,,Yes,,,
40180292,BM-VYZ IV - Moon 5,BM-VYZ,3NA-Z1,The Kalevala Expanse,Bitumens,0.29,ubiquitous,3437413954,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.23,ubiquitous,2150364965,,,,0,2461336047,49000000,,Yes,,,
40182197,R1O-GN IV - Moon 7,R1O-GN,P-B2NE,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40182644,RQOO-U VII - Moon 2,RQOO-U,P-B2NE,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40182536,O9K-FT VII - Moon 5,O9K-FT,P-B2NE,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40179685,SG-3HY VI - Moon 1,SG-3HY,2O-VY7,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40179709,SG-3HY VI - Moon 13,SG-3HY,2O-VY7,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40179911,QZX-L9 VI - Moon 6,QZX-L9,2O-VY7,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40179943,D-6PKO VII - Moon 2,D-6PKO,2O-VY7,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40182951,5-VFC6 X - Moon 8,5-VFC6,2Q-8WA,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40183005,O5-YNW V - Moon 12,O5-YNW,2Q-8WA,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40180268,BM-VYZ III - Moon 3,BM-VYZ,3NA-Z1,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40180284,BM-VYZ III - Moon 19,BM-VYZ,3NA-Z1,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40181513,LEM-I1 VII - Moon 5,LEM-I1,8UD2-J,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40179555,SH6X-F X - Moon 1,SH6X-F,78-6RI,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40181345,HD-HOZ V - Moon 1,HD-HOZ,8UD2-J,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40180859,WNM-V0 VIII - Moon 1,WNM-V0,U-HSM3,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40180821,G-KCFT VI - Moon 11,G-KCFT,U-HSM3,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40181320,V2-GZS VIII - Moon 13,V2-GZS,8UD2-J,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40181185,G4-QU6 V - Moon 11,G4-QU6,8UD2-J,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40179244,UDVW-O IV - Moon 4,UDVW-O,6-CBBM,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40179278,UDVW-O V - Moon 15,UDVW-O,6-CBBM,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40181932,HVGR-R V - Moon 15,HVGR-R,XPG-HE,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40181951,HVGR-R VI - Moon 6,HVGR-R,XPG-HE,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40182094,K95-9I VI - Moon 9,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.49,ubiquitous,5808044267,Coesite,0.31,ubiquitous,3987052812,,,,0,,,,0,2623686718,52000000,,Yes,,,
40178899,N-JK02 X - Moon 10,N-JK02,6-CBBM,The Kalevala Expanse,Bitumens,0.24,ubiquitous,2844756376,Coesite,0.28,ubiquitous,3601208992,Zeolites,0.27,ubiquitous,2420053397,,,,0,2374826455,47000000,,Yes,,,
40180034,RAI-0E IV - Moon 11,RAI-0E,3NA-Z1,The Kalevala Expanse,Coesite,0.27,ubiquitous,3472594385,Sylvite,0.21,ubiquitous,1963376707,Zeolites,0.31,ubiquitous,2778579826,,,,0,2200326139,44000000,,Yes,,,
40182142,K95-9I VIII - Moon 19,K95-9I,XPG-HE,The Kalevala Expanse,Bitumens,0.28,ubiquitous,3318882438,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.24,ubiquitous,2243859094,,,,0,2454629605,49000000,,Yes,,,
40182643,RQOO-U VII - Moon 1,RQOO-U,P-B2NE,The Kalevala Expanse,Bitumens,0.27,ubiquitous,3200350922,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.25,ubiquitous,2337353222,,,,0,2447923162,49000000,,Yes,,,
40182736,FB5U-I VII - Moon 10,FB5U-I,2Q-8WA,The Kalevala Expanse,Bitumens,0.33,ubiquitous,3911540016,Coesite,0.29,ubiquitous,3729823599,Sylvite,0.18,ubiquitous,1682894320,,,,0,2497569090,50000000,,Yes,,,
40181463,LEM-I1 III - Moon 5,LEM-I1,8UD2-J,The Kalevala Expanse,Bitumens,0.18,ubiquitous,2133567282,Coesite,0.30,ubiquitous,3858438205,Zeolites,0.31,ubiquitous,2778579826,,,,0,2349263923,47000000,,Yes,,,
40182578,O9K-FT IX - Moon 18,O9K-FT,P-B2NE,The Kalevala Expanse,Coesite,0.28,ubiquitous,3601208992,Sylvite,0.19,ubiquitous,1776388449,Zeolites,0.32,ubiquitous,2868211433,,,,0,2208698806,44000000,,Yes,,,
40180216,L-TLFU VII - Moon 1,L-TLFU,3NA-Z1,The Kalevala Expanse,Bitumens,0.32,ubiquitous,3793008501,Coesite,0.29,ubiquitous,3729823599,Sylvite,0.19,ubiquitous,1776388449,,,,0,2490862647,50000000,,Yes,,,
